study,sample,genotype,name,platform_model,stage,stage PO,stage PO name,tissue,tissue PO,tissue PO name,treatment,treatment PECO,treatment PECO name
SRP068156,SRR3090580,Fielder,SRR3090580,Illumina HiSeq 2500,anthesis,PO_0007016,whole plant flowering stage,spikelets,PO_0009051,spikelet,F. graminearum infected and exogenous application of 1.0mM gibberellic acid,,
SRP068156,SRR3090579,Fielder,SRR3090579,Illumina HiSeq 2500,anthesis,PO_0007016,whole plant flowering stage,spikelets,PO_0009051,spikelet,F. graminearum infected and exogenous application of 1.0mM gibberellic acid,,
SRP068156,SRR3090578,Fielder,SRR3090578,Illumina HiSeq 2500,anthesis,PO_0007016,whole plant flowering stage,spikelets,PO_0009051,spikelet,F. graminearum infected and exogenous application of 1.0mM gibberellic acid,,
SRP068156,SRR3090695,Fielder,SRR3090695,Illumina HiSeq 2500,anthesis,PO_0007016,whole plant flowering stage,spikelets,PO_0009051,spikelet,F. graminearum infected and exogenous application of of 1.0mM abscisic acid,,
SRP068156,SRR3090694,Fielder,SRR3090694,Illumina HiSeq 2500,anthesis,PO_0007016,whole plant flowering stage,spikelets,PO_0009051,spikelet,F. graminearum infected and exogenous application of of 1.0mM abscisic acid,,
SRP068156,SRR3090693,Fielder,SRR3090693,Illumina HiSeq 2500,anthesis,PO_0007016,whole plant flowering stage,spikelets,PO_0009051,spikelet,F. graminearum infected and exogenous application of of 1.0mM abscisic acid,,
SRP068156,SRR3090692,Fielder,SRR3090692,Illumina HiSeq 2500,anthesis,PO_0007016,whole plant flowering stage,spikelets,PO_0009051,spikelet,F. graminearum infected and exogenous application of of 1.0mM abscisic acid,,
SRP068156,SRR3090691,Fielder,SRR3090691,Illumina HiSeq 2500,anthesis,PO_0007016,whole plant flowering stage,spikelets,PO_0009051,spikelet,F. graminearum infected and exogenous application of of 1.0mM abscisic acid,,
ERP013829,ERR1201802,NIL51,NIL51_F6_R3,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,Fusarium graminearum,,
ERP013829,ERR1201801,NIL51,NIL51_F6_R2,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,Fusarium graminearum,,
ERP013829,ERR1201800,NIL51,NIL51_F6_R1,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,Fusarium graminearum,,
ERP013829,ERR1201799,NIL51,NIL51_F48_R3,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,Fusarium graminearum,,
ERP013829,ERR1201798,NIL51,NIL51_F48_R2,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,Fusarium graminearum,,
ERP013829,ERR1201797,NIL51,NIL51_F48_R1,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,Fusarium graminearum,,
ERP013829,ERR1201796,NIL51,NIL51_F3_R3,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,Fusarium graminearum,,
ERP013829,ERR1201795,NIL51,NIL51_F3_R2,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,Fusarium graminearum,,
ERP013829,ERR1201794,NIL51,NIL51_F3_R1,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,Fusarium graminearum,,
ERP013829,ERR1201793,NIL51,NIL51_F36_R3,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,Fusarium graminearum,,
ERP013829,ERR1201792,NIL51,NIL51_F36_R2,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,Fusarium graminearum,,
ERP013829,ERR1201791,NIL51,NIL51_F36_R1,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,Fusarium graminearum,,
ERP013829,ERR1201790,NIL51,NIL51_F24_R3,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,Fusarium graminearum,,
ERP013829,ERR1201789,NIL51,NIL51_F24_R2,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,Fusarium graminearum,,
ERP013829,ERR1201788,NIL51,NIL51_F24_R1,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,Fusarium graminearum,,
ERP013829,ERR1201787,NIL51,NIL51_F12_R3,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,Fusarium graminearum,,
ERP013829,ERR1201786,NIL51,NIL51_F12_R2,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,Fusarium graminearum,,
ERP013829,ERR1201785,NIL51,NIL51_F12_R1,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,Fusarium graminearum,,
ERP013829,ERR1201766,NIL38,NIL38_F6_R3,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,Fusarium graminearum,,
ERP013829,ERR1201765,NIL38,NIL38_F6_R2,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,Fusarium graminearum,,
ERP013829,ERR1201764,NIL38,NIL38_F6_R1,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,Fusarium graminearum,,
ERP013829,ERR1201763,NIL38,NIL38_F48_R3,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,Fusarium graminearum,,
ERP013829,ERR1201762,NIL38,NIL38_F48_R2,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,Fusarium graminearum,,
ERP013829,ERR1201761,NIL38,NIL38_F48_R1,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,Fusarium graminearum,,
ERP013829,ERR1201760,NIL38,NIL38_F3_R3,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,Fusarium graminearum,,
ERP013829,ERR1201759,NIL38,NIL38_F3_R2,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,Fusarium graminearum,,
ERP013829,ERR1201758,NIL38,NIL38_F3_R1,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,Fusarium graminearum,,
ERP013829,ERR1201757,NIL38,NIL38_F36_R3,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,Fusarium graminearum,,
ERP013829,ERR1201756,NIL38,NIL38_F36_R2,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,Fusarium graminearum,,
ERP013829,ERR1201755,NIL38,NIL38_F36_R1,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,Fusarium graminearum,,
ERP013829,ERR1201754,NIL38,NIL38_F24_R3,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,Fusarium graminearum,,
ERP013829,ERR1201753,NIL38,NIL38_F24_R2,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,Fusarium graminearum,,
ERP013829,ERR1201752,NIL38,NIL38_F24_R1,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,Fusarium graminearum,,
ERP013829,ERR1201751,NIL38,NIL38_F12_R3,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,Fusarium graminearum,,
ERP013829,ERR1201750,NIL38,NIL38_F12_R2,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,Fusarium graminearum,,
ERP013829,ERR1201749,NIL38,NIL38_F12_R1,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,Fusarium graminearum,,
ERP013829,ERR1201820,NIL51,NIL51_M6_R3,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,mock inoculation,,
ERP013829,ERR1201819,NIL51,NIL51_M6_R2,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,mock inoculation,,
ERP013829,ERR1201818,NIL51,NIL51_M6_R1,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,mock inoculation,,
ERP013829,ERR1201817,NIL51,NIL51_M48_R3,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,mock inoculation,,
ERP013829,ERR1201816,NIL51,NIL51_M48_R2,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,mock inoculation,,
ERP013829,ERR1201815,NIL51,NIL51_M48_R1,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,mock inoculation,,
ERP013829,ERR1201814,NIL51,NIL51_M3_R3,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,mock inoculation,,
ERP013829,ERR1201813,NIL51,NIL51_M3_R2,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,mock inoculation,,
ERP013829,ERR1201812,NIL51,NIL51_M3_R1,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,mock inoculation,,
ERP013829,ERR1201811,NIL51,NIL51_M36_R3,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,mock inoculation,,
ERP013829,ERR1201810,NIL51,NIL51_M36_R2,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,mock inoculation,,
ERP013829,ERR1201809,NIL51,NIL51_M36_R1,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,mock inoculation,,
ERP013829,ERR1201808,NIL51,NIL51_M24_R3,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,mock inoculation,,
ERP013829,ERR1201807,NIL51,NIL51_M24_R2,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,mock inoculation,,
ERP013829,ERR1201806,NIL51,NIL51_M24_R1,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,mock inoculation,,
ERP013829,ERR1201805,NIL51,NIL51_M12_R3,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,mock inoculation,,
ERP013829,ERR1201804,NIL51,NIL51_M12_R2,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,mock inoculation,,
ERP013829,ERR1201803,NIL51,NIL51_M12_R1,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,mock inoculation,,
ERP013829,ERR1201784,NIL38,NIL38_M6_R3,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,mock inoculation,,
ERP013829,ERR1201783,NIL38,NIL38_M6_R2,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,mock inoculation,,
ERP013829,ERR1201782,NIL38,NIL38_M6_R1,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,mock inoculation,,
ERP013829,ERR1201781,NIL38,NIL38_M48_R3,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,mock inoculation,,
ERP013829,ERR1201780,NIL38,NIL38_M48_R2,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,mock inoculation,,
ERP013829,ERR1201779,NIL38,NIL38_M48_R1,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,mock inoculation,,
ERP013829,ERR1201778,NIL38,NIL38_M3_R3,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,mock inoculation,,
ERP013829,ERR1201777,NIL38,NIL38_M3_R2,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,mock inoculation,,
ERP013829,ERR1201776,NIL38,NIL38_M3_R1,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,mock inoculation,,
ERP013829,ERR1201775,NIL38,NIL38_M36_R3,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,mock inoculation,,
ERP013829,ERR1201774,NIL38,NIL38_M36_R2,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,mock inoculation,,
ERP013829,ERR1201773,NIL38,NIL38_M36_R1,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,mock inoculation,,
ERP013829,ERR1201772,NIL38,NIL38_M24_R3,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,mock inoculation,,
ERP013829,ERR1201771,NIL38,NIL38_M24_R2,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,mock inoculation,,
ERP013829,ERR1201770,NIL38,NIL38_M24_R1,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,mock inoculation,,
ERP013829,ERR1201769,NIL38,NIL38_M12_R3,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,mock inoculation,,
ERP013829,ERR1201768,NIL38,NIL38_M12_R2,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,mock inoculation,,
ERP013829,ERR1201767,NIL38,NIL38_M12_R1,Illumina HiSeq 2000,anthesis,PO_0007016,whole plant flowering stage,"spikelets (only using palea\, lemma and rachis)",PO_0009051,spikelet,mock inoculation,,
SRP076067,SRR3623358,Bread wheat Yunong 201,SRR3623358,Illumina HiSeq 2000,"at 7\, 14\, 21\, 28\, and 35 days after flowering",,,Grain,PO_0009010,seed,NA,NA,NA
SRP076067,SRR3623314,Bread wheat Yunong 201,SRR3623314,Illumina HiSeq 2000,"at 7\, 14\, 21\, 28\, and 35 days after flowering",,,Grain,PO_0009010,seed,NA,NA,NA
SRP076067,SRR3623313,Bread wheat Yunong 3114,SRR3623313,Illumina HiSeq 2000,"at 7\, 14\, 21\, 28\, and 35 days after flowering",,,Grain,PO_0009010,seed,NA,NA,NA
SRP076067,SRR3623306,Bread wheat Yunong 201,SRR3623306,Illumina HiSeq 2000,"at 7\, 14\, 21\, 28\, and 35 days after flowering",,,Grain,PO_0009010,seed,NA,NA,NA
SRP076067,SRR3623305,Bread wheat Yunong 3114,SRR3623305,Illumina HiSeq 2000,"at 7\, 14\, 21\, 28\, and 35 days after flowering",,,Grain,PO_0009010,seed,NA,NA,NA
ERP104851,ERR2178412,Gregory,VS29_p,Illumina HiSeq 4000,beginning of whole plant fruit ripening stage,PO_0007036,beginning of whole plant fruit ripening stage,caryopsis fruit,PO_0030104,caryopsis fruit,NA,NA,NA
ERP104851,ERR2178411,Gregory,VS26_p,Illumina HiSeq 4000,beginning of whole plant fruit ripening stage,PO_0007036,beginning of whole plant fruit ripening stage,caryopsis fruit,PO_0030104,caryopsis fruit,NA,NA,NA
ERP104851,ERR2178408,Gregory,VS17_p,Illumina HiSeq 4000,beginning of whole plant fruit ripening stage,PO_0007036,beginning of whole plant fruit ripening stage,caryopsis fruit,PO_0030104,caryopsis fruit,NA,NA,NA
ERP104851,ERR2178407,Gregory,VS14_p,Illumina HiSeq 4000,beginning of whole plant fruit ripening stage,PO_0007036,beginning of whole plant fruit ripening stage,caryopsis fruit,PO_0030104,caryopsis fruit,NA,NA,NA
ERP104851,ERR2178404,Gregory,VS05_p,Illumina HiSeq 4000,beginning of whole plant fruit ripening stage,PO_0007036,beginning of whole plant fruit ripening stage,caryopsis fruit,PO_0030104,caryopsis fruit,NA,NA,NA
ERP104851,ERR2178403,Gregory,VS02_p,Illumina HiSeq 4000,beginning of whole plant fruit ripening stage,PO_0007036,beginning of whole plant fruit ripening stage,caryopsis fruit,PO_0030104,caryopsis fruit,NA,NA,NA
ERP104851,ERR2178400,Fang-60,VS30_p,Illumina HiSeq 4000,beginning of whole plant fruit ripening stage,PO_0007036,beginning of whole plant fruit ripening stage,caryopsis fruit,PO_0030104,caryopsis fruit,NA,NA,NA
ERP104851,ERR2178399,Fang-60,VS27_p,Illumina HiSeq 4000,beginning of whole plant fruit ripening stage,PO_0007036,beginning of whole plant fruit ripening stage,caryopsis fruit,PO_0030104,caryopsis fruit,NA,NA,NA
ERP104851,ERR2178396,Fang-60,VS18_p,Illumina HiSeq 4000,beginning of whole plant fruit ripening stage,PO_0007036,beginning of whole plant fruit ripening stage,caryopsis fruit,PO_0030104,caryopsis fruit,NA,NA,NA
ERP104851,ERR2178395,Fang-60,VS15_p,Illumina HiSeq 4000,beginning of whole plant fruit ripening stage,PO_0007036,beginning of whole plant fruit ripening stage,caryopsis fruit,PO_0030104,caryopsis fruit,NA,NA,NA
ERP104851,ERR2178392,Fang-60,VS06_p,Illumina HiSeq 4000,beginning of whole plant fruit ripening stage,PO_0007036,beginning of whole plant fruit ripening stage,caryopsis fruit,PO_0030104,caryopsis fruit,NA,NA,NA
ERP104851,ERR2178391,Fang-60,VS03_p,Illumina HiSeq 4000,beginning of whole plant fruit ripening stage,PO_0007036,beginning of whole plant fruit ripening stage,caryopsis fruit,PO_0030104,caryopsis fruit,NA,NA,NA
ERP104851,ERR2178388,Banks,VS28_p,Illumina HiSeq 4000,beginning of whole plant fruit ripening stage,PO_0007036,beginning of whole plant fruit ripening stage,caryopsis fruit,PO_0030104,caryopsis fruit,NA,NA,NA
ERP104851,ERR2178387,Banks,VS25_p,Illumina HiSeq 4000,beginning of whole plant fruit ripening stage,PO_0007036,beginning of whole plant fruit ripening stage,caryopsis fruit,PO_0030104,caryopsis fruit,NA,NA,NA
ERP104851,ERR2178384,Banks,VS16_p,Illumina HiSeq 4000,beginning of whole plant fruit ripening stage,PO_0007036,beginning of whole plant fruit ripening stage,caryopsis fruit,PO_0030104,caryopsis fruit,NA,NA,NA
ERP104851,ERR2178383,Banks,VS13_p,Illumina HiSeq 4000,beginning of whole plant fruit ripening stage,PO_0007036,beginning of whole plant fruit ripening stage,caryopsis fruit,PO_0030104,caryopsis fruit,NA,NA,NA
ERP104851,ERR2178380,Banks,VS04_p,Illumina HiSeq 4000,beginning of whole plant fruit ripening stage,PO_0007036,beginning of whole plant fruit ripening stage,caryopsis fruit,PO_0030104,caryopsis fruit,NA,NA,NA
ERP104851,ERR2178379,Banks,VS01_p,Illumina HiSeq 4000,beginning of whole plant fruit ripening stage,PO_0007036,beginning of whole plant fruit ripening stage,caryopsis fruit,PO_0030104,caryopsis fruit,NA,NA,NA
SRP238146,SRR10737432,C303A,C303A-1,Illumina HiSeq 2500,Binucleate stage,,,Anther,PO_0009066,anther,NA,NA,NA
SRP238146,SRR10737431,C303A,C303A-2,Illumina HiSeq 2500,Binucleate stage,,,Anther,PO_0009066,anther,NA,NA,NA
SRP238146,SRR10737430,C303A,C303A-3,Illumina HiSeq 2500,Binucleate stage,,,Anther,PO_0009066,anther,NA,NA,NA
SRP238146,SRR10737429,303B,303B-1,Illumina HiSeq 2500,Binucleate stage,,,Anther,PO_0009066,anther,NA,NA,NA
SRP238146,SRR10737428,303B,303B-2,Illumina HiSeq 2500,Binucleate stage,,,Anther,PO_0009066,anther,NA,NA,NA
SRP238146,SRR10737427,303B,303B-3,Illumina HiSeq 2500,Binucleate stage,,,Anther,PO_0009066,anther,NA,NA,NA
SRP083958,SRR4114470,7294,SRR4114470,Illumina HiSeq 2500,booting,PO_0007014,booting stage,Leaf sheath,PO_0020104,leaf sheath,NA,NA,NA
SRP083958,SRR4114469,7293,SRR4114469,Illumina HiSeq 2500,booting,PO_0007014,booting stage,Leaf sheath,PO_0025034,leaf sheath,NA,NA,NA
